speciesCode,comName,sciName,locId,locName,obsDt,lat,lng,locationPrivate,exoticCategory,howMany,region
cawfin1,White-bridled Finch,Melanodera melanodera,L4104480,Ruta Y-455--entre Gallegos Chico y Oazy Harbour,2016-01-18,-52.1950494,-70.6280838,False,-1,10.0,Magallanes
semsan,Semipalmated Sandpiper,Calidris pusilla,L691235,Estero Nilahue--Salinas de Cáhuil,2016-01-18,-34.5060615,-71.9860268,False,-1,2.0,Libertador General Bernardo O'Higgins
truter,Snowy-crowned Tern,Sterna trudeaui,L691235,Estero Nilahue--Salinas de Cáhuil,2016-01-18,-34.5060615,-71.9860268,False,-1,25.0,Libertador General Bernardo O'Higgins
gybsht1,Gray-bellied Shrike-Tyrant,Agriornis micropterus,L4173134,"-50,8503x-72,3918 - 18-01-2016 13:54",2016-01-18,-50.85028,-72.391812,True,-1,1.0,Magallanes
andgoo1,Andean Goose,Oressochen melanopterus,L4185513,RN Las Vicuñas--Pailcoaillo,2016-01-18,-18.8779453,-69.2200041,False,-1,8.0,Arica y Parinacota
elctin1,Elegant Crested-Tinamou,Eudromia elegans,L3340410,PN Patagonia--Cueva de las Manos,2016-01-18,-46.7317741,-71.772995,False,-1,3.0,Aisén del General Carlos Ibáñez del Campo
puntin1,Puna Tinamou,Tinamotis pentlandii,L604963,MN Salar de Surire,2016-01-18,-18.7988649,-69.0871811,False,-1,14.0,Arica y Parinacota
wrlrus1,Wren-like Rushbird,Phleocryptes melanops,L1030742,PN Torres del Paine--Laguna Los Juncos,2016-01-18,-51.0273604,-72.7756906,False,-1,3.0,Magallanes
blupet1,Blue Petrel,Halobaena caerulea,L4206139,-59.08x-66.292 - 2016-01-31 11:39,2016-01-19,-59.0800229,-66.292399,True,-1,4.0,Magallanes
lesyel,Lesser Yellowlegs,Tringa flavipes,L822631,Buque Quemado,2016-01-19,-52.4068174,-69.5719528,False,-1,30.0,Magallanes
hudgod,Hudsonian Godwit,Limosa haemastica,L4178299,cordon arauco,2016-01-19,-51.9569611,-72.0349073,True,-1,1.0,Magallanes
patmoc1,Patagonian Mockingbird,Mimus patagonicus,L1030752,Pampa Larga,2016-01-19,-52.2679473,-69.7321129,False,-1,4.0,Magallanes
corpip1,Correndera Pipit,Anthus correndera,L1030752,Pampa Larga,2016-01-19,-52.2679473,-69.7321129,False,-1,15.0,Magallanes
cawfin1,White-bridled Finch,Melanodera melanodera,L1030752,Pampa Larga,2016-01-19,-52.2679473,-69.7321129,False,-1,1.0,Magallanes
ausrai1,Austral Rail,Rallus antarcticus,L1030742,PN Torres del Paine--Laguna Los Juncos,2016-01-19,-51.0273604,-72.7756906,False,-1,4.0,Magallanes
wrlrus1,Wren-like Rushbird,Phleocryptes melanops,L1030742,PN Torres del Paine--Laguna Los Juncos,2016-01-19,-51.0273604,-72.7756906,False,-1,5.0,Magallanes
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L1030742,PN Torres del Paine--Laguna Los Juncos,2016-01-19,-51.0273604,-72.7756906,False,-1,2.0,Magallanes
magplo1,Magellanic Plover,Pluvianellus socialis,L1033151,Laguna Los Palos,2016-01-19,-52.7358759,-71.0616302,False,-1,15.0,Magallanes
easkin,Eastern Kingbird,Tyrannus tyrannus,L570513,Chaca,2016-01-19,-18.8098946,-70.1537347,False,-1,3.0,Arica y Parinacota
slbpri1,Slender-billed Prion,Pachyptila belcheri,L4205819,-56.629x-65.597 - 2016-01-31 09:32,2016-01-19,-56.6294772,-65.5967155,True,-1,2.0,Magallanes
royalb1,Royal Albatross,Diomedea epomophora,L4205813,-56.377x-65.823 - 2016-01-31 09:29,2016-01-19,-56.3772548,-65.823016,True,-1,1.0,Magallanes
greshe,Great Shearwater,Ardenna gravis,L4205805,-56.143x-65.992 - 2016-01-31 09:25,2016-01-19,-56.1433941,-65.9919286,True,-1,4.0,Magallanes
whtcar1,White-throated Caracara,Daptrius albogularis,L824302,Sierra Baguales,2016-01-19,-50.7894427,-72.4143219,False,-1,3.0,Magallanes
cibgrt1,Cinnamon-bellied Ground-Tyrant,Muscisaxicola capistratus,L824302,Sierra Baguales,2016-01-19,-50.7894427,-72.4143219,False,-1,26.0,Magallanes
rubmin1,Rufous-banded Miner,Geositta rufipennis,L3079674,cerro guido,2016-01-20,-50.7488967,-72.4359512,True,-1,13.0,Magallanes
corcan1,Cordilleran Canastero,Asthenes modesta,L3079674,cerro guido,2016-01-20,-50.7488967,-72.4359512,True,-1,15.0,Magallanes
patmoc1,Patagonian Mockingbird,Mimus patagonicus,L3079674,cerro guido,2016-01-20,-50.7488967,-72.4359512,True,-1,6.0,Magallanes
chisku1,Chilean Skua,Stercorarius chilensis,L571146,Ferry Punta Arenas-Porvenir (Pelágico),2016-01-20,-53.233989,-70.6777954,False,-1,60.0,Magallanes
bkbalb,Black-browed Albatross,Thalassarche melanophris,L571146,Ferry Punta Arenas-Porvenir (Pelágico),2016-01-20,-53.233989,-70.6777954,False,-1,500.0,Magallanes
whcpet1,White-chinned Petrel,Procellaria aequinoctialis,L571146,Ferry Punta Arenas-Porvenir (Pelágico),2016-01-20,-53.233989,-70.6777954,False,-1,300.0,Magallanes
robpoc1,Rosy-billed Pochard,Netta peposaca,L4025581,Universidad de Concepción,2016-01-20,-36.8278022,-73.0380106,False,-1,1.0,Bío-Bío
kinpen1,King Penguin,Aptenodytes patagonicus,L1032990,Parque Pingüino Rey (Desembocadura Río Marazzi),2016-01-20,-53.4619671,-69.3105555,False,-1,144.0,Magallanes
greshe,Great Shearwater,Ardenna gravis,L1032990,Parque Pingüino Rey (Desembocadura Río Marazzi),2016-01-20,-53.4619671,-69.3105555,False,-1,2.0,Magallanes
corpip1,Correndera Pipit,Anthus correndera,L606243,Humedal Tres Puentes,2016-01-20,-53.1162328,-70.8813,False,-1,15.0,Magallanes
magplo1,Magellanic Plover,Pluvianellus socialis,L4178264,CL--Magallanes--Laguna de Los Cisnes,2016-01-20,-53.2033398,-70.296913,True,-1,8.0,Magallanes
wbgtyr1,White-browed Ground-Tyrant,Muscisaxicola albilora,L1030753,PN Torres del Paine--Lago Grey (sector sur),2016-01-21,-51.1165104,-73.122983,False,-1,4.0,Magallanes
surfbi,Surfbird,Calidris virgata,L4180549,Chamiza--south mudflats,2016-01-22,-41.509757,-72.797107,True,-1,110.0,Los Lagos
kinpen1,King Penguin,Aptenodytes patagonicus,L1032990,Parque Pingüino Rey (Desembocadura Río Marazzi),2016-01-22,-53.4619671,-69.3105555,False,-1,106.0,Magallanes
gresht1,Great Shrike-Tyrant,Agriornis lividus,L1030742,PN Torres del Paine--Laguna Los Juncos,2016-01-22,-51.0273604,-72.7756906,False,-1,2.0,Magallanes
soapas1,South American Painted-Snipe,Nycticryphes semicollaris,L504553,SN Humedal Río Maipo--Desembocadura,2016-01-22,-33.6198013,-71.6275442,False,-1,2.0,Valparaíso
leasan,Least Sandpiper,Calidris minutilla,L504553,SN Humedal Río Maipo--Desembocadura,2016-01-22,-33.6198013,-71.6275442,False,-1,1.0,Valparaíso
santer1,Sandwich Tern,Thalasseus sandvicensis,L504553,SN Humedal Río Maipo--Desembocadura,2016-01-22,-33.6198013,-71.6275442,False,-1,2.0,Valparaíso
ticdor1,Ticking Doradito,Pseudocolopteryx citreola,L504553,SN Humedal Río Maipo--Desembocadura,2016-01-22,-33.6198013,-71.6275442,False,-1,1.0,Valparaíso
wanalb,Wandering Albatross,Diomedea exulans,L4778891,Cape Horn,,-55.9656436,-67.2103643,True,-1,0.0,Magallanes
blupet1,Blue Petrel,Halobaena caerulea,L4778891,Cape Horn,,-55.9656436,-67.2103643,True,-1,0.0,Magallanes
greshe,Great Shearwater,Ardenna gravis,L4778891,Cape Horn,,-55.9656436,-67.2103643,True,-1,0.0,Magallanes
soapas1,South American Painted-Snipe,Nycticryphes semicollaris,L3086280,Humedal Urbano Küla-Kura (O'Higgins),2016-01-23,-33.3388465,-70.7320833,False,-1,1.0,Región Metropolitana de Santiago
chitin1,Chilean Tinamou,Nothoprocta perdicaria,L3154749,PN La Campana,2016-01-23,-32.9843608,-71.111927,False,-1,6.0,Valparaíso
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L3154749,PN La Campana,2016-01-23,-32.9843608,-71.111927,False,-1,3.0,Valparaíso
ongtyr1,Ochre-naped Ground-Tyrant,Muscisaxicola flavinucha,L4187157,"CL-Biobío-Pinto - -36.9218x-71.4093 - Jan 24, 2016, 10:48",2016-01-23,-36.921766,-71.409308,True,-1,1.0,Ñuble
margod,Marbled Godwit,Limosa fedoa,L602292,Desembocadura Río Elqui,2016-01-23,-29.8940107,-71.2723231,True,-1,1.0,Coquimbo
semsan,Semipalmated Sandpiper,Calidris pusilla,L602292,Desembocadura Río Elqui,2016-01-23,-29.8940107,-71.2723231,True,-1,1.0,Coquimbo
libher,Little Blue Heron,Egretta caerulea,L602292,Desembocadura Río Elqui,2016-01-23,-29.8940107,-71.2723231,True,-1,1.0,Coquimbo
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L752313,Humedal de Mantagua,2016-01-24,-32.8853535,-71.5031433,True,-1,2.0,Valparaíso
snoplo5,Snowy Plover,Charadrius nivosus,L504846,RN Isla Mocha,2016-01-24,-38.357811,-73.9098358,False,-1,4.0,Bío-Bío
relcor1,Red-legged Cormorant,Poikilocarbo gaimardi,L504846,RN Isla Mocha,2016-01-24,-38.357811,-73.9098358,False,-1,150.0,Bío-Bío
gramin1,Grayish Miner,Geositta maritima,L4189763,Quebrada Guanaco - La chimba,2016-01-24,-23.5228344,-70.3557158,True,-1,11.0,Antofagasta
mallar3,Mallard,Anas platyrhynchos,L504553,SN Humedal Río Maipo--Desembocadura,2016-01-24,-33.6198013,-71.6275442,False,1,1.0,Valparaíso
surfbi,Surfbird,Calidris virgata,L4060736,Playa Campus Coloso UA,2016-01-25,-23.7023551,-70.4243374,True,-1,102.0,Antofagasta
gyhalb,Gray-headed Albatross,Thalassarche chrysostoma,L4194575,"-58.7368x-64.2147 - Jan 25, 2016, 4:37 PM",2016-01-25,-58.736805,-64.214739,True,-1,2.0,Magallanes
wanalb,Wandering Albatross,Diomedea exulans,L4194575,"-58.7368x-64.2147 - Jan 25, 2016, 4:37 PM",2016-01-25,-58.736805,-64.214739,True,-1,1.0,Magallanes
blupet1,Blue Petrel,Halobaena caerulea,L4194575,"-58.7368x-64.2147 - Jan 25, 2016, 4:37 PM",2016-01-25,-58.736805,-64.214739,True,-1,4.0,Magallanes
dovpri1,Antarctic Prion,Pachyptila desolata,L4194575,"-58.7368x-64.2147 - Jan 25, 2016, 4:37 PM",2016-01-25,-58.736805,-64.214739,True,-1,1.0,Magallanes
bbspet1,Black-bellied Storm-Petrel,Fregetta tropica,L4196412,Drake Passage  No. 7,2016-01-25,-58.80203,-64.170441,True,-1,1.0,Magallanes
slbpri1,Slender-billed Prion,Pachyptila belcheri,L4196412,Drake Passage  No. 7,2016-01-25,-58.80203,-64.170441,True,-1,2.0,Magallanes
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L1030742,PN Torres del Paine--Laguna Los Juncos,2016-01-25,-51.0273604,-72.7756906,False,-1,2.0,Magallanes
shicow,Shiny Cowbird,Molothrus bonariensis,L4190506,"CL-Metropolitana de Santiago-Estación Central-Universidad De Santiago De Chile - -33,4491x-70,6821",2016-01-25,-33.449133,-70.682093,True,-1,86.0,Región Metropolitana de Santiago
rubmin1,Rufous-banded Miner,Geositta rufipennis,L824302,Sierra Baguales,2016-01-25,-50.7894427,-72.4143219,False,-1,8.0,Magallanes
corcan1,Cordilleran Canastero,Asthenes modesta,L3226509,PN Pali Aike,2016-01-26,-52.124923,-69.7727967,False,-1,12.0,Magallanes
cawfin1,White-bridled Finch,Melanodera melanodera,L1030752,Pampa Larga,2016-01-26,-52.2679473,-69.7321129,False,-1,4.0,Magallanes
ruhgoo1,Ruddy-headed Goose,Chloephaga rubidiceps,L1013091,Desembocadura Rio San Juan,2016-01-26,-53.6540495,-70.944643,True,-1,12.0,Magallanes
rulowl1,Rufous-legged Owl,Strix rufipes,L592898,Puerto Williams,2016-01-26,-54.9331831,-67.6041985,False,-1,2.0,Magallanes
semplo,Semipalmated Plover,Charadrius semipalmatus,L3527120,HUMEDAL DE LLUTA,2016-01-26,-18.4166817,-70.3260425,True,-1,47.0,Arica y Parinacota
codpet1,Common Diving-Petrel,Pelecanoides urinatrix,L4192819,"-56.6009x-65.7069 - Jan 26, 2016, 7:14 AM",2016-01-26,-56.600896,-65.706892,True,-1,1.0,Magallanes
andduc1,Andean Duck,Oxyura ferruginea,L1361130,Pucón,2016-01-27,-39.2794962,-71.9809764,True,-1,10.0,Araucanía
magoys1,Magellanic Oystercatcher,Haematopus leucopodus,L2347815,SN Bahía Lomas--Acceso este,2016-01-27,-52.6992739,-69.0952492,False,-1,120.0,Magallanes
twbplo1,Two-banded Plover,Charadrius falklandicus,L2347815,SN Bahía Lomas--Acceso este,2016-01-27,-52.6992739,-69.0952492,False,-1,100.0,Magallanes
pecsan,Pectoral Sandpiper,Calidris melanotos,L3829605,Humedal Urbano Quilicura--San Luis Norte,2016-01-27,-33.3427367,-70.7634027,False,-1,8.0,Región Metropolitana de Santiago
comgal1,Common Gallinule,Gallinula galeata,L504549,Punta Teatinos--Laguna Saladita,2016-01-27,-29.8220854,-71.2886524,False,-1,1.0,Coquimbo
kinpen1,King Penguin,Aptenodytes patagonicus,L1032990,Parque Pingüino Rey (Desembocadura Río Marazzi),2016-01-28,-53.4619671,-69.3105555,False,-1,102.0,Magallanes
elctin1,Elegant Crested-Tinamou,Eudromia elegans,L4215817,"CL-Región de Magallanes y de la Antártica Chilena-San Gregorio - -52,193x-69,215 - 03/02/2016 22:49",2016-01-28,-52.1925901,-69.2151825,True,-1,2.0,Magallanes
blupet1,Blue Petrel,Halobaena caerulea,L4208667,Drake Passage 29 Jan 2016 21h39,2016-01-29,-58.4812333,-64.6934333,True,-1,1.0,Magallanes
scrcow1,Screaming Cowbird,Molothrus rufoaxillaris,L2867775,La Paloma,2016-01-29,-34.5576149,-70.952239,False,-1,1.0,Libertador General Bernardo O'Higgins
pedpet1,Peruvian Diving-Petrel,Pelecanoides garnotii,L993515,Río Huenchullami--Desembocadura,2016-01-29,-35.1189257,-72.2085857,False,-1,1.0,Maule
magwoo1,Magellanic Woodpecker,Campephilus magellanicus,L2583808,Parque Etnobotánico Omora,2016-01-29,-54.9435867,-67.6624346,False,-1,6.0,Magallanes
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L5151125,Aduana Libertadores,2016-01-29,-32.845362,-70.118167,True,-1,1.0,Valparaíso
redkno,Red Knot,Calidris canutus,L774638,Curaco de Vélez,2016-01-29,-42.4351708,-73.606533,False,-1,135.0,Los Lagos
magplo1,Magellanic Plover,Pluvianellus socialis,L981686,MN Laguna de los Cisnes--Laguna Verde,2016-01-29,-53.1879333,-70.3413391,False,-1,7.0,Magallanes
greshe,Great Shearwater,Ardenna gravis,L4208757,Drake Passage 30 Jan 2016 17h34,2016-01-30,-55.56665,-66.5446,True,-1,8.0,Magallanes
wanalb,Wandering Albatross,Diomedea exulans,L4208726,Drake Passage 30 Jan 2016 16h43,2016-01-30,-55.6405,-66.58635,True,-1,1.0,Magallanes
bwgdov1,Black-winged Ground Dove,Metriopelia melanoptera,L4065625,"Humedal Ánima y Estero Poleo, Ruta D-115 Km 72",2016-01-30,-29.4971273,-70.5171204,False,-1,55.0,Coquimbo
stbear2,Straight-billed Earthcreeper,Ochetorhynchus ruficaudus,L4065625,"Humedal Ánima y Estero Poleo, Ruta D-115 Km 72",2016-01-30,-29.4971273,-70.5171204,False,-1,1.0,Coquimbo
shbcan2,Sharp-billed Canastero,Asthenes pyrrholeuca,L4065625,"Humedal Ánima y Estero Poleo, Ruta D-115 Km 72",2016-01-30,-29.4971273,-70.5171204,False,-1,6.0,Coquimbo
royalb1,Royal Albatross,Diomedea epomophora,L4208717,Drake Passage 30 Jan 2016 16h07,2016-01-30,-55.7023,-66.6228333,True,-1,1.0,Magallanes
pecsan,Pectoral Sandpiper,Calidris melanotos,L3829605,Humedal Urbano Quilicura--San Luis Norte,2016-01-30,-33.3427367,-70.7634027,False,-1,4.0,Región Metropolitana de Santiago
lessht1,Lesser Shrike-Tyrant,Agriornis murinus,L2345204,Complejo Humedal Rocuant-Andalién,2016-01-30,-36.7393839,-73.0612278,False,-1,1.0,Bío-Bío
diaplo1,Diademed Sandpiper-Plover,Phegornis mitchellii,L2600242,Juntas del Toro - Los Corrales,2016-01-30,-30.1566571,-69.8794547,False,-1,3.0,Coquimbo
ruthaw1,Rufous-tailed Hawk,Buteo ventralis,L4343447,NOLS Campsite 8,2016-01-31,-46.6782774,-72.8975058,True,-1,2.0,Aisén del General Carlos Ibáñez del Campo
semsan,Semipalmated Sandpiper,Calidris pusilla,L798344,SN Humedal La Boca,2016-01-31,-29.3064969,-71.3631535,False,-1,2.0,Coquimbo
wessan,Western Sandpiper,Calidris mauri,L798344,SN Humedal La Boca,2016-01-31,-29.3064969,-71.3631535,False,-1,1.0,Coquimbo
whttap1,White-throated Tapaculo,Scelorchilus albicollis,L4214198,Casa Cuesta Paposo,2016-01-31,-25.0289269,-70.4532436,True,-1,2.0,Antofagasta
dutcan1,Dusky-tailed Canastero,Pseudasthenes humicola,L4214198,Casa Cuesta Paposo,2016-01-31,-25.0289269,-70.4532436,True,-1,2.0,Antofagasta
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L4214198,Casa Cuesta Paposo,2016-01-31,-25.0289269,-70.4532436,True,-1,4.0,Antofagasta
uplgoo1,Upland Goose,Chloephaga picta,L1033151,Laguna Los Palos,2016-01-31,-52.7358759,-71.0616302,False,-1,1500.0,Magallanes
siltea1,Silver Teal,Spatula versicolor,L1033151,Laguna Los Palos,2016-01-31,-52.7358759,-71.0616302,False,-1,20.0,Magallanes
santer1,Sandwich Tern,Thalasseus sandvicensis,L861844,Humedal Urbano Cartagena,2016-01-31,-33.5350454,-71.6022348,False,-1,1.0,Valparaíso
auscan1,Austral Canastero,Asthenes anthoides,L819240,PN Laguna del Laja,2016-01-31,-37.3925275,-71.4217758,False,-1,3.0,Bío-Bío
helpip1,Hellmayr's Pipit,Anthus hellmayri,L819240,PN Laguna del Laja,2016-01-31,-37.3925275,-71.4217758,False,-1,3.0,Bío-Bío
rngtyr1,Rufous-naped Ground-Tyrant,Muscisaxicola rufivertex,L1285260,Balneario Flamenco--cultivo de ostiones,2016-01-31,-26.5793163,-70.6926441,True,-1,2.0,Atacama
redkno,Red Knot,Calidris canutus,L504553,SN Humedal Río Maipo--Desembocadura,2016-01-31,-33.6198013,-71.6275442,False,-1,6.0,Valparaíso
rubmin1,Rufous-banded Miner,Geositta rufipennis,L4213122,"Tranque, Paposo",2016-01-31,-25.0185149,-70.4298359,True,-1,8.0,Antofagasta
btsfin1,Band-tailed Sierra Finch,Rhopospina alaudina,L4213122,"Tranque, Paposo",2016-01-31,-25.0185149,-70.4298359,True,-1,4.0,Antofagasta
gryfin2,Greater Yellow-Finch,Sicalis auriventris,L4213122,"Tranque, Paposo",2016-01-31,-25.0185149,-70.4298359,True,-1,3.0,Antofagasta
crgdov1,Croaking Ground Dove,Columbina cruziana,L4302317,"Andacollito, CL",2016-01-31,-30.0217572,-70.620423,True,-1,1.0,Coquimbo
soasni3,Magellanic Snipe,Gallinago magellanica,L7397266,Vegas Chorlo,2016-02-01,-33.62387,-70.024285,True,-1,1.0,Región Metropolitana de Santiago
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L4210740,"-33.6160x-69.9997 - Feb 1, 2016, 12:15 PM",2016-02-01,-33.616029,-69.999654,True,-1,2.0,Región Metropolitana de Santiago
bkbplo,Black-bellied Plover,Pluvialis squatarola,L488824,Puente Quilo,2016-02-01,-41.8611474,-73.9823198,False,-1,1.0,Los Lagos
whtcar1,White-throated Caracara,Daptrius albogularis,L4343556,Ridgeline between NOLS Campsites 8 and 9,2016-02-01,-46.6366865,-72.9011965,True,-1,2.0,Aisén del General Carlos Ibáñez del Campo
redkno,Red Knot,Calidris canutus,L516521,Caulín,2016-02-02,-41.8259378,-73.6275078,False,-1,80.0,Los Lagos
whcpin,White-cheeked Pintail,Anas bahamensis,L3527120,HUMEDAL DE LLUTA,2016-02-02,-18.4166817,-70.3260425,True,-1,7.0,Arica y Parinacota
amgplo,American Golden-Plover,Pluvialis dominica,L3527120,HUMEDAL DE LLUTA,2016-02-02,-18.4166817,-70.3260425,True,-1,7.0,Arica y Parinacota
semplo,Semipalmated Plover,Charadrius semipalmatus,L3527120,HUMEDAL DE LLUTA,2016-02-02,-18.4166817,-70.3260425,True,-1,49.0,Arica y Parinacota
boboli,Bobolink,Dolichonyx oryzivorus,L3213933,"Salar de Ascotán, Vertiente SE",2016-02-02,-21.6882925,-68.2148692,True,-1,1.0,Antofagasta
margod,Marbled Godwit,Limosa fedoa,L673642,Río Elqui--Desembocadura,2016-02-02,-29.8933968,-71.2727094,False,-1,1.0,Coquimbo
speduc2,Spectacled Duck,Speculanas specularis,L2392199,Rio Maule - Tricahue bajo,2016-02-03,-35.721615,-71.17543,True,-1,9.0,Maule
mallar3,Mallard,Anas platyrhynchos,L2392199,Rio Maule - Tricahue bajo,2016-02-03,-35.721615,-71.17543,True,1,1.0,Maule
boboli,Bobolink,Dolichonyx oryzivorus,L3213933,"Salar de Ascotán, Vertiente SE",2016-02-03,-21.6882925,-68.2148692,True,-1,1.0,Antofagasta
monpar,Monk Parakeet,Myiopsitta monachus,L3373472,Cerro San Cristóbal--Anfiteatro Pablo Neruda,2016-02-03,-33.4040189,-70.6099811,False,0,9.0,Región Metropolitana de Santiago
bwgdov1,Black-winged Ground Dove,Metriopelia melanoptera,L4228259,Ruta Antakari 30.1516x-70.6760,2016-02-04,-30.151574,-70.675999,True,-1,150.0,Coquimbo
bthhue1,Black-throated Huet-huet,Pteroptochos tarnii,L504846,RN Isla Mocha,2016-02-04,-38.357811,-73.9098358,False,-1,30.0,Bío-Bío
ocftap1,Ochre-flanked Tapaculo,Eugralla paradoxa,L504846,RN Isla Mocha,2016-02-04,-38.357811,-73.9098358,False,-1,30.0,Bío-Bío
amgplo,American Golden-Plover,Pluvialis dominica,L3829605,Humedal Urbano Quilicura--San Luis Norte,2016-02-04,-33.3427367,-70.7634027,False,-1,1.0,Región Metropolitana de Santiago
elctin1,Elegant Crested-Tinamou,Eudromia elegans,L4220859,Paso Coyhaique,2016-02-04,-45.5201202,-71.555028,True,-1,1.0,Aisén del General Carlos Ibáñez del Campo
bwgdov1,Black-winged Ground Dove,Metriopelia melanoptera,L4345183,Majada La Laguna--Río Hurtado,2016-02-05,-30.5082721,-70.4467124,False,-1,60.0,Coquimbo
shbcan2,Sharp-billed Canastero,Asthenes pyrrholeuca,L4345183,Majada La Laguna--Río Hurtado,2016-02-05,-30.5082721,-70.4467124,False,-1,2.0,Coquimbo
saffin,Saffron Finch,Sicalis flaveola,L4230222,Ancud--Plaza De Armas,2016-02-06,-41.86818,-73.828746,True,-1,1.0,Los Lagos
santer1,Sandwich Tern,Thalasseus sandvicensis,L861844,Humedal Urbano Cartagena,2016-02-06,-33.5350454,-71.6022348,False,-1,2.0,Valparaíso
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L1398216,Algarrobo (casa tía Lucía),2016-02-06,-33.3576911,-71.6571053,True,-1,4.0,Valparaíso
masray1,Masafuera Rayadito,Aphrastura masafuerae,L2750071,Isla Alejandro Selkirk,2016-02-06,-33.7574568,-80.8003235,False,-1,5.0,Valparaíso
bichaw4,Chilean Hawk,Accipiter chilensis,L8088139,Plaza Las Heras y Palacio Cousiño,2016-02-06,-33.4524709,-70.6565738,False,-1,1.0,Región Metropolitana de Santiago
bulalb2,Buller's Albatross,Thalassarche bulleri,L2698585,PN Bernardo O'Higgins--Pelágico,2016-02-06,-49.439557,-76.5966797,False,-1,1.0,Magallanes
blkrai,Black Rail,Laterallus jamaicensis,L504553,SN Humedal Río Maipo--Desembocadura,2016-02-06,-33.6198013,-71.6275442,False,-1,1.0,Valparaíso
snoplo5,Snowy Plover,Charadrius nivosus,L604466,Río Choapa--Desembocadura,2016-02-06,-31.6204244,-71.5592766,False,-1,20.0,Coquimbo
