SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Tyrannus caudifasciatus gabbii,Loggerhead Kingbird (Hispaniolan),logkin2,issf,17056.0,LOKI,TYCA,,Passeriformes,Tyrant Flycatchers,Tyrannidae,logkin,,,tyrann2
Tyrannus cubensis,Giant Kingbird,giakin1,species,17057.0,,TYCU,GIKI,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Tyrannus forficatus,Scissor-tailed Flycatcher,sctfly,species,17058.0,,TYFO,STFL,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Tyrannus melancholicus x forficatus,Tropical Kingbird x Scissor-tailed Flycatcher (hybrid),x01036,hybrid,17059.0,STFL TRKI,TYFO TYME,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Tyrannus couchii x forficatus,Couch's Kingbird x Scissor-tailed Flycatcher (hybrid),x00441,hybrid,17060.0,STFL COKI,TYFO TYCO,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Tyrannus verticalis x forficatus,Western Kingbird x Scissor-tailed Flycatcher (hybrid),x00442,hybrid,17061.0,WEKI STFL,TYFO TYVE,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Tyrannus savana,Fork-tailed Flycatcher,fotfly,species,17062.0,,TYSA,FTFL,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Tyrannus savana savana,Fork-tailed Flycatcher (savana),fotfly1,issf,17063.0,FTFL,TYSA,,Passeriformes,Tyrant Flycatchers,Tyrannidae,fotfly,,,tyrann2
Tyrannus savana monachus,Fork-tailed Flycatcher (monachus),fotfly2,issf,17064.0,FTFL,TYSA,,Passeriformes,Tyrant Flycatchers,Tyrannidae,fotfly,,,tyrann2
Tyrannus savana sanctaemartae,Fork-tailed Flycatcher (sanctaemartae),fotfly3,issf,17065.0,FTFL,TYSA,,Passeriformes,Tyrant Flycatchers,Tyrannidae,fotfly,,,tyrann2
Tyrannus savana circumdatus,Fork-tailed Flycatcher (circumdatus),fotfly4,issf,17066.0,FTFL,TYSA,,Passeriformes,Tyrant Flycatchers,Tyrannidae,fotfly,,,tyrann2
Tyrannus melancholicus x Tyrannus savana,Tropical Kingbird x Fork-tailed Flycatcher (hybrid),x00408,hybrid,17067.0,FTFL TRKI,TYSA TYME,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Tyrannus sp.,Tyrannus sp.,tyrann1,spuh,17068.0,,,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Tyrannidae sp.,new world flycatcher sp.,flycat1,spuh,17069.0,,,UNFL,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Menura alberti,Albert's Lyrebird,alblyr1,species,17071.0,ALLY,MEAL,,Passeriformes,Lyrebirds,Menuridae,,,,menuri1
Menura novaehollandiae,Superb Lyrebird,suplyr1,species,17072.0,SULY,MENO,,Passeriformes,Lyrebirds,Menuridae,,,,menuri1
Atrichornis rufescens,Rufous Scrub-bird,rusbir1,species,17077.0,RUSB RUSC RSBI,ATRU,,Passeriformes,Scrub-birds,Atrichornithidae,,,,atrich1
Atrichornis clamosus,Noisy Scrub-bird,nosbir1,species,17080.0,NSBI NOSB NOSC,ATCL,,Passeriformes,Scrub-birds,Atrichornithidae,,,,atrich1
Ailuroedus buccoides,White-eared Catbird,whecat1,species,17082.0,WECA,AIBU,,Passeriformes,Bowerbirds,Ptilonorhynchidae,,,,ptilon1
Ailuroedus stonii,Ochre-breasted Catbird,ocbcat1,species,17083.0,WECA OBCA,AIST,,Passeriformes,Bowerbirds,Ptilonorhynchidae,,,,ptilon1
Ailuroedus geislerorum,Tan-capped Catbird,taccat1,species,17086.0,WECA TCCA,AIGE,,Passeriformes,Bowerbirds,Ptilonorhynchidae,,,,ptilon1
Ailuroedus maculosus,Spotted Catbird,spocat2,species,17089.0,SPCA BECA,AIMA,,Passeriformes,Bowerbirds,Ptilonorhynchidae,,,,ptilon1
Ailuroedus astigmaticus,Huon Catbird,huocat1,species,17090.0,HUCA BECA,AIAS,,Passeriformes,Bowerbirds,Ptilonorhynchidae,,,,ptilon1
Ailuroedus melanocephalus,Black-capped Catbird,bkccat1,species,17091.0,BCCA BECA,AIME,,Passeriformes,Bowerbirds,Ptilonorhynchidae,,,,ptilon1
Ailuroedus jobiensis,Northern Catbird,norcat1,species,17092.0,BECA NOCA,AIJO,,Passeriformes,Bowerbirds,Ptilonorhynchidae,,,,ptilon1
Ailuroedus arfakianus,Arfak Catbird,arfcat1,species,17093.0,ARCA BECA,AIAR,,Passeriformes,Bowerbirds,Ptilonorhynchidae,,,,ptilon1
Ailuroedus melanotis,Black-eared Catbird,spocat1,species,17096.0,BECA,AIME,,Passeriformes,Bowerbirds,Ptilonorhynchidae,,,,ptilon1
Ailuroedus crassirostris,Green Catbird,grecat1,species,17100.0,GRCA,AICR,,Passeriformes,Bowerbirds,Ptilonorhynchidae,,,,ptilon1
Ailuroedus sp.,Australasian catbird sp.,auscat1,spuh,17101.0,,,,Passeriformes,Bowerbirds,Ptilonorhynchidae,,,,ptilon1
Scenopoeetes dentirostris,Tooth-billed Bowerbird,tobcat2,species,17102.0,TBBO,SCDE,,Passeriformes,Bowerbirds,Ptilonorhynchidae,,,,ptilon1
Archboldia papuensis,Archbold's Bowerbird,arcbow1,species,17103.0,ARBO,ARPA,,Passeriformes,Bowerbirds,Ptilonorhynchidae,,,,ptilon1
Amblyornis inornata,Vogelkop Bowerbird,vogbow2,species,17106.0,VOBO,AMIN,,Passeriformes,Bowerbirds,Ptilonorhynchidae,,,,ptilon1
Amblyornis macgregoriae,MacGregor's Bowerbird,macbow2,species,17107.0,MABO,AMMA,,Passeriformes,Bowerbirds,Ptilonorhynchidae,,,,ptilon1
Amblyornis subalaris,Streaked Bowerbird,strbow1,species,17114.0,STBO,AMSU,,Passeriformes,Bowerbirds,Ptilonorhynchidae,,,,ptilon1
Amblyornis flavifrons,Golden-fronted Bowerbird,gofbow1,species,17115.0,GFBO,AMFL,,Passeriformes,Bowerbirds,Ptilonorhynchidae,,,,ptilon1
Amblyornis newtoniana,Golden Bowerbird,golbow1,species,17116.0,GOBO,AMNE,,Passeriformes,Bowerbirds,Ptilonorhynchidae,,,,ptilon1
Sericulus aureus,Masked Bowerbird,flabow3,species,17117.0,MABO,SEAU,,Passeriformes,Bowerbirds,Ptilonorhynchidae,,,,ptilon1
Sericulus ardens,Flame Bowerbird,flabow2,species,17118.0,FLBO,SEAR,,Passeriformes,Bowerbirds,Ptilonorhynchidae,,,,ptilon1
Sericulus bakeri,Fire-maned Bowerbird,fimbow1,species,17119.0,FMBO,SEBA,,Passeriformes,Bowerbirds,Ptilonorhynchidae,,,,ptilon1
Sericulus chrysocephalus,Regent Bowerbird,regbow1,species,17120.0,REBO,SECH,,Passeriformes,Bowerbirds,Ptilonorhynchidae,,,,ptilon1
Ptilonorhynchus violaceus,Satin Bowerbird,satbow1,species,17121.0,SABO,PTVI,,Passeriformes,Bowerbirds,Ptilonorhynchidae,,,,ptilon1
Sericulus chrysocephalus x Ptilonorhynchus violaceus,Regent x Satin Bowerbird (hybrid),x00961,hybrid,17124.0,SABO REBO,SECH PTVI,,Passeriformes,Bowerbirds,Ptilonorhynchidae,,,,ptilon1
Chlamydera guttata,Western Bowerbird,wesbow1,species,17125.0,WEBO,CHGU,,Passeriformes,Bowerbirds,Ptilonorhynchidae,,,,ptilon1
Chlamydera maculata,Spotted Bowerbird,spobow1,species,17128.0,SPBO,CHMA,,Passeriformes,Bowerbirds,Ptilonorhynchidae,,,,ptilon1
Chlamydera nuchalis,Great Bowerbird,grebow1,species,17129.0,GRBO,CHNU,,Passeriformes,Bowerbirds,Ptilonorhynchidae,,,,ptilon1
Chlamydera lauterbachi,Yellow-breasted Bowerbird,yebbow1,species,17132.0,YBBO,CHLA,,Passeriformes,Bowerbirds,Ptilonorhynchidae,,,,ptilon1
Chlamydera cerviniventris,Fawn-breasted Bowerbird,fabbow1,species,17135.0,FBBO,CHCE,,Passeriformes,Bowerbirds,Ptilonorhynchidae,,,,ptilon1
Cormobates placens,Papuan Treecreeper,paptre1,species,17137.0,PATR,COPL,,Passeriformes,Australasian Treecreepers,Climacteridae,,,,climac1
Cormobates leucophaea,White-throated Treecreeper,whttre3,species,17142.0,WTTR,COLE,,Passeriformes,Australasian Treecreepers,Climacteridae,,,,climac1
Cormobates leucophaea minor,White-throated Treecreeper (Little),whttre1,issf,17143.0,WTTR,COLE,,Passeriformes,Australasian Treecreepers,Climacteridae,whttre3,,,climac1
Cormobates leucophaea [leucophaea Group],White-throated Treecreeper (White-throated),whttre4,issf,17144.0,WTTR,COLE,,Passeriformes,Australasian Treecreepers,Climacteridae,whttre3,,,climac1
Climacteris affinis,White-browed Treecreeper,whbtre2,species,17149.0,WBTR,CLAF,,Passeriformes,Australasian Treecreepers,Climacteridae,,,,climac1
Climacteris erythrops,Red-browed Treecreeper,rebtre1,species,17152.0,RBTR,CLER,,Passeriformes,Australasian Treecreepers,Climacteridae,,,,climac1
Climacteris picumnus,Brown Treecreeper,brotre2,species,17153.0,BRTR ABTR,CLPI,,Passeriformes,Australasian Treecreepers,Climacteridae,,,,climac1
Climacteris melanurus,Black-tailed Treecreeper,bkttre1,species,17157.0,BTTR,CLME,,Passeriformes,Australasian Treecreepers,Climacteridae,,,,climac1
Climacteris rufus,Rufous Treecreeper,ruftre3,species,17160.0,RUTR,CLRU,,Passeriformes,Australasian Treecreepers,Climacteridae,,,,climac1
Climacteridae sp.,Australian treecreeper sp.,austre1,spuh,17161.0,,,,Passeriformes,Australasian Treecreepers,Climacteridae,,,,climac1
Amytornis barbatus,Gray Grasswren,grygra1,species,17163.0,GRGR,AMBA,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Amytornis whitei,Rufous Grasswren,rufgra1,species,17166.0,RUGR STGR,AMWH,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Amytornis whitei whitei,Rufous Grasswren (Pilbara),strgra4,issf,17167.0,RUGR STGR,AMWH,,Passeriformes,Fairywrens,Maluridae,rufgra1,,,maluri1
Amytornis whitei oweni,Rufous Grasswren (Sandhill),sangra1,issf,17168.0,RUGR STGR,AMWH,,Passeriformes,Fairywrens,Maluridae,rufgra1,,,maluri1
Amytornis rowleyi,Opalton Grasswren,rusgra1,species,17169.0,OPGR STGR,AMRO,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Amytornis striatus,Striated Grasswren,strgra2,species,17170.0,STGR,AMST,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Amytornis woodwardi,White-throated Grasswren,whtgra1,species,17171.0,WTGR,AMWO,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Amytornis dorotheae,Carpentarian Grasswren,cargra2,species,17172.0,CAGR,AMDO,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Amytornis merrotsyi,Short-tailed Grasswren,shtgra1,species,17173.0,STGR,AMME,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Amytornis textilis,Western Grasswren,thbgra1,species,17174.0,WEGR,AMTE,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Amytornis textilis textilis,Western Grasswren (Western),thbgra2,issf,17175.0,WEGR,AMTE,,Passeriformes,Fairywrens,Maluridae,thbgra1,,,maluri1
Amytornis textilis myall,Western Grasswren (Gawler Ranges),thbgra3,issf,17176.0,WEGR,AMTE,,Passeriformes,Fairywrens,Maluridae,thbgra1,,,maluri1
Amytornis modestus,Thick-billed Grasswren,thbgra4,species,17177.0,TBGR,AMMO,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Amytornis housei,Black Grasswren,blagra1,species,17185.0,BLGR,AMHO,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Amytornis goyderi,Eyrean Grasswren,eyrgra1,species,17186.0,EYGR,AMGO,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Amytornis purnelli,Dusky Grasswren,dusgra1,species,17187.0,DUGR,AMPU,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Amytornis ballarae,Kalkadoon Grasswren,kalgra1,species,17188.0,KAGR,AMBA,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Stipiturus malachurus,Southern Emuwren,souemu1,species,17189.0,SOEW SOEM SEWR,STMA,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Stipiturus ruficeps,Rufous-crowned Emuwren,rucemu1,species,17198.0,RCEW RCEM,STRU,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Stipiturus mallee,Mallee Emuwren,malemu1,species,17199.0,MAEW MAEM MEWR,STMA,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Sipodotus wallacii,Wallace's Fairywren,walfai1,species,17200.0,WAFA WFWR WAFW,SIWA,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Clytomyias insignis,Orange-crowned Fairywren,orcfai1,species,17201.0,OCFW OCFA,CLIN,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Chenorhamphus grayi,Broad-billed Fairywren,brbfai1,species,17204.0,BBFA BBFW,CHGR,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Chenorhamphus campbelli,Campbell's Fairywren,brbfai2,species,17205.0,CAFA BBFW,CHCA,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Malurus cyanocephalus,Emperor Fairywren,empfai1,species,17206.0,EFWR EMFW EMFA,MACY,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Malurus coronatus,Purple-crowned Fairywren,pucfai2,species,17210.0,PCFW PCFA,MACO,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Malurus elegans,Red-winged Fairywren,rewfai1,species,17213.0,RWFW RWFA,MAEL,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Malurus pulcherrimus,Blue-breasted Fairywren,blbfai1,species,17214.0,BBFA BBFW,MAPU,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Malurus assimilis,Purple-backed Fairywren,varfai1,species,17215.0,PBFA VFWR,MAAS,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Malurus assimilis dulcis/rogersi,Purple-backed Fairywren (Lavender-flanked),varfai2,issf,17216.0,PBFA VFWR,MAAS,,Passeriformes,Fairywrens,Maluridae,varfai1,,,maluri1
Malurus assimilis assimilis/bernieri,Purple-backed Fairywren (Purple-backed),varfai3,issf,17219.0,PBFA VFWR,MAAS,,Passeriformes,Fairywrens,Maluridae,varfai1,,,maluri1
Malurus lamberti,Variegated Fairywren,varfai5,species,17222.0,VAFA VFWR,MALA,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Malurus assimilis/lamberti,Purple-backed/Variegated Fairywren,y01109,slash,17223.0,PBFA VAFA VFWR,MAAS MALA,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Malurus amabilis,Lovely Fairywren,lovfai1,species,17224.0,LOFA LFWR LOFW,MAAM,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Malurus splendens,Splendid Fairywren,splfai1,species,17225.0,SPFW SFWR SPFA,MASP,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Malurus cyaneus,Superb Fairywren,supfai1,species,17230.0,SUFW SFWR SUFA,MACY,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Malurus leucopterus,White-winged Fairywren,whwfai1,species,17237.0,WWFW WWFA,MALE,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Malurus leucopterus leuconotus,White-winged Fairywren (Blue-and-white),whwfai2,issf,17238.0,WWFW WWFA,MALE,,Passeriformes,Fairywrens,Maluridae,whwfai1,,,maluri1
Malurus leucopterus leucopterus/edouardi,White-winged Fairywren (Black-and-white),whwfai3,issf,17239.0,WWFW WWFA,MALE,,Passeriformes,Fairywrens,Maluridae,whwfai1,,,maluri1
Malurus cyaneus x leucopterus,Superb x White-winged Fairywren (hybrid),x00409,hybrid,17242.0,SFWR WWFW SUFA WWFA SUFW,MACY MALE,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Malurus melanocephalus,Red-backed Fairywren,rebfai1,species,17243.0,RBFA RBFW,MAME,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Malurus cyaneus x melanocephalus,Superb x Red-backed Fairywren (hybrid),x00410,hybrid,17246.0,SFWR SUFA SUFW RBFA RBFW,MACY MAME,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Malurus alboscapulatus,White-shouldered Fairywren,whsfai1,species,17247.0,WSFW WSFA,MAAL,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Malurus sp.,fairywren sp.,fairyw1,spuh,17254.0,,,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Myza celebensis,Dark-eared Myza,daehon1,species,17256.0,DEMY,MYCE,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myza sarasinorum,White-eared Myza,grshon1,species,17259.0,WEMY,MYSA,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myza celebensis/sarasinorum,Dark-eared/White-eared Myza,y00887,slash,17263.0,DEMY WEMY,MYCE MYSA,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Acanthorhynchus tenuirostris,Eastern Spinebill,easspi1,species,17264.0,EASP,ACTE,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Acanthorhynchus superciliosus,Western Spinebill,wesspi1,species,17269.0,WESP,ACSU,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Certhionyx variegatus,Pied Honeyeater,piehon1,species,17270.0,PIHO,CEVA,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Pycnopygius ixoides,Plain Honeyeater,plahon1,species,17271.0,PLHO,PYIX,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Pycnopygius cinereus,Marbled Honeyeater,marhon1,species,17278.0,MAHO,PYCI,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Pycnopygius stictocephalus,Streak-headed Honeyeater,sthhon1,species,17282.0,SHHO,PYST,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Prosthemadera novaeseelandiae,Tui,tui1,species,17283.0,TUI,PRNO,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Anthornis melanura,New Zealand Bellbird,nezbel1,species,17287.0,BELL NZBE,ANME,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Prosthemadera novaeseelandiae/Anthornis melanura,Tui/New Zealand Bellbird,y00407,slash,17291.0,BELL TUI NZBE,PRNO ANME,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Anthornis melanocephala,Chatham Island Bellbird,chibel1,species,17292.0,CIBE CHBE,ANME,,Passeriformes,Honeyeaters,Meliphagidae,,true,1906,meliph3
Meliphaga aruensis,Puff-backed Honeyeater,pubhon1,species,17293.0,PBHO,MEAR,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Meliphaga notata,Yellow-spotted Honeyeater,yeshon1,species,17296.0,YSHO,MENO,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Meliphaga lewinii,Lewin's Honeyeater,lewhon1,species,17299.0,LEHO,MELE,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Territornis reticulata,Streak-breasted Honeyeater,stbhon3,species,17303.0,SBHO,TERE,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Territornis fordiana,Kimberley Honeyeater,kimhon1,species,17304.0,KIHO,TEFO,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Territornis albilineata,White-lined Honeyeater,whlhon1,species,17305.0,WLHO,TEAL,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Oreornis chrysogenys,Orange-cheeked Honeyeater,orchon1,species,17306.0,OCHO,ORCH,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Microptilotis montanus,Forest Honeyeater,forhon1,species,17307.0,FOHO,MIMO,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Microptilotis mimikae,Mottled Honeyeater,spbmel1,species,17314.0,MBHO MOHO,MIMI,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Microptilotis flavirictus,Yellow-gaped Honeyeater,yeghon1,species,17319.0,YGHO,MIFL,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Microptilotis orientalis,Mountain Honeyeater,moumel1,species,17322.0,HFHO MOHO,MIOR,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Microptilotis albonotatus,Scrub Honeyeater,scrhon1,species,17326.0,SCHO,MIAL,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Microptilotis analogus,Mimic Honeyeater,mimhon1,species,17329.0,MIHO,MIAN,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Microptilotis vicina,Tagula Honeyeater,taghon1,species,17335.0,TAHO,MIVI,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Microptilotis gracilis,Graceful Honeyeater,grahon2,species,17336.0,GRHO,MIGR,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Microptilotis imitatrix,Cryptic Honeyeater,grahon5,species,17337.0,CRHO IMHO GRHO,MIIM,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Microptilotis cinereifrons,Elegant Honeyeater,grahon3,species,17338.0,ELHO,MICI,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Microptilotis gracilis/cinereifrons,Graceful/Elegant Honeyeater,grahon1,slash,17341.0,ELHO GRHO,MICI MIGR,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Meliphaga/Territornis/Microptilotis sp.,Meliphaga/Territornis/Microptilotis sp.,meliph1,spuh,17342.0,,,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Stomiopera flava,Yellow Honeyeater,yelhon1,species,17343.0,YEHO,STFL,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Stomiopera unicolor,White-gaped Honeyeater,whghon1,species,17346.0,WGHO,STUN,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Purnella albifrons,White-fronted Honeyeater,whfhon1,species,17347.0,WFHO,PUAL,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Caligavis chrysops,Yellow-faced Honeyeater,yefhon1,species,17348.0,YFHO,CACH,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Caligavis subfrenata,Black-throated Honeyeater,blthon1,species,17352.0,BTHO,CASU,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Caligavis obscura,Obscure Honeyeater,obshon1,species,17357.0,OBHO,CAOB,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Lichenostomus melanops,Yellow-tufted Honeyeater,yethon3,species,17360.0,YTHO,LIME,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Lichenostomus melanops melanops/meltoni,Yellow-tufted Honeyeater (Yellow-tufted),yethon4,issf,17361.0,YTHO,LIME,,Passeriformes,Honeyeaters,Meliphagidae,yethon3,,,meliph3
Lichenostomus melanops cassidix,Yellow-tufted Honeyeater (Helmeted),yethon5,issf,17364.0,YTHO,LIME,,Passeriformes,Honeyeaters,Meliphagidae,yethon3,,,meliph3
Lichenostomus cratitius,Purple-gaped Honeyeater,pughon1,species,17365.0,PGHO,LICR,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Manorina melanophrys,Bell Miner,belmin1,species,17368.0,BEMI,MAME,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Manorina melanocephala,Noisy Miner,noimin1,species,17369.0,NOMI,MAME,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Manorina flavigula,Yellow-throated Miner,yetmin1,species,17374.0,YTMI,MAFL,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Manorina melanotis,Black-eared Miner,blemin1,species,17380.0,BEMI,MAME,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Manorina flavigula x melanotis,Yellow-throated x Black-eared Miner (hybrid),x00741,hybrid,17381.0,BEMI YTMI,MAFL MAME,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Manorina sp.,miner sp. (Manorina sp.),miner2,spuh,17382.0,,,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Melidectes fuscus,Sooty Melidectes,soomel1,species,17383.0,SOHO SOME,MEFU,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Melidectes nouhuysi,Short-bearded Melidectes,shbmel1,species,17386.0,SBHO SBME,MENO,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Melidectes princeps,Long-bearded Melidectes,lobmel1,species,17387.0,LBME LBHO,MEPR,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Melidectes torquatus,Ornate Melidectes,ornmel1,species,17388.0,ORME ORHO,METO,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Melidectes ochromelas,Cinnamon-browed Melidectes,cibmel1,species,17395.0,CBME CBHO,MEOC,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Melidectes leucostephes,Vogelkop Melidectes,vogmel1,species,17399.0,VOHO VOME,MELE,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Melidectes foersteri,Huon Melidectes,huomel1,species,17400.0,HUHO HUME,MEFO,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Melidectes belfordi,Belford's Melidectes,belmel1,species,17401.0,BEME BEHO,MEBE,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Melidectes rufocrissalis,Yellow-browed Melidectes,yebmel1,species,17407.0,YBME YBHO,MERU,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Melidectes belfordi x rufocrissalis,Belford's x Yellow-browed Melidectes (hybrid),x00742,hybrid,17410.0,YBME YBHO BEME BEHO,MERU MEBE,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Melidectes belfordi/rufocrissalis,Belford's/Yellow-browed Melidectes,y01063,slash,17411.0,YBME YBHO BEME BEHO,MEBE MERU,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Melidectes sp.,melidectes sp.,melide1,spuh,17412.0,,,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Bolemoreus frenatus,Bridled Honeyeater,brihon1,species,17413.0,BRHO,BOFR,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Bolemoreus hindwoodi,Eungella Honeyeater,eunhon1,species,17414.0,EUHO,BOHI,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Acanthagenys rufogularis,Spiny-cheeked Honeyeater,spchon1,species,17415.0,SCHO,ACRU,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Anthochaera chrysoptera,Little Wattlebird,bruwat1,species,17416.0,LIWA,ANCH,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Anthochaera lunulata,Western Wattlebird,litwat1,species,17420.0,WEWA,ANLU,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Anthochaera phrygia,Regent Honeyeater,reghon1,species,17421.0,REHO,ANPH,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Anthochaera carunculata,Red Wattlebird,redwat1,species,17422.0,REWA,ANCA,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Anthochaera paradoxa,Yellow Wattlebird,yelwat1,species,17426.0,YEWA,ANPA,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
